SZ002685	华东重机	

SZ300321	同大股份	

SZ002082	栋梁新材	

SZ000729	燕京啤酒	

SH600097	开创国际	

SH600561	江西长运	

SZ002422	科伦药业	

SZ000541	佛山照明	

SZ000594	*ST国恒		

SZ000680	山推股份	

SZ000837	秦川发展	

SH600818	中路股份	

SH600291	西水股份	

SZ002135	东南网架	

SZ000100	TCL 集团	

SZ002636	金安国纪	

SZ002246	北化股份	

SH600628	新世界		

SZ000913	钱江摩托	

SH600122	宏图高科	

SZ300246	宝莱特		

SZ000020	深华发Ａ	

SZ000567	海德股份	

SZ002249	大洋电机	

SZ000301	东方市场	

SZ002516	江苏旷达	

SH600302	标准股份	

SZ002315	焦点科技	

SH600993	马应龙		

SZ002219	独 一 味	

SZ300096	易联众		

SH600667	太极实业	

SH601898	中煤能源	

SZ000611	四海股份	

SH600103	青山纸业	

SZ002261	拓维信息	

SH600150	中国船舶	

SH600528	中铁二局	

SZ300195	长荣股份	

SH600887	伊利股份	

SZ002132	恒星科技	

SH600308	华泰股份	

SH600090	啤酒花		

SZ002145	中核钛白	

SH600572	康恩贝		

SZ000507	珠海港		

SH600356	恒丰纸业	

SZ000099	中信海直	

SZ002434	万里扬		

SZ000961	中南建设	

SZ000038	深大通		

SH601088	中国神华	

SZ002400	省广股份	

SZ300058	蓝色光标	

SZ000626	如意集团	

SZ002087	新野纺织	

SZ300090	盛运股份	

SZ000417	合肥百货	

SH600997	开滦股份	

SH600992	贵绳股份	

SH600742	一汽富维	

SH600850	华东电脑	

SZ000592	中福实业	

SZ000953	*ST河化		

SZ300249	依米康		

SH600488	天药股份	

SZ002421	达实智能	

SH600326	西藏天路	

SH600819	耀皮玻璃	

SZ002522	浙江众成	

SH600141	兴发集团	

SH600785	新华百货	

SZ002468	艾迪西		

SZ002279	久其软件	

SZ002521	齐峰股份	

SZ000826	桑德环境	

SH601677	明泰铝业	

